lon,lat,tmax_anomaly
74.1875,31.64583333333334,0.3433337211608922
74.22916666666667,31.64583333333334,0.3743330637613944
74.27083333333333,31.64583333333334,0.3480008443196603
74.3125,31.64583333333334,0.3503338495890276
74.35416666666667,31.64583333333334,0.35433340072631836
74.39583333333333,31.64583333333334,0.3683328628540039
74.4375,31.64583333333334,0.34733279546102125
74.47916666666667,31.64583333333334,0.3839998245239258
74.52083333333333,31.64583333333334,0.37733395894368726
74.1875,31.60416666666667,0.375333309173584
74.22916666666667,31.60416666666667,0.36033280690511305
74.27083333333333,31.60416666666667,0.3523341814676897
74.3125,31.60416666666667,0.3573331832885742
74.35416666666667,31.60416666666667,0.3623337745666504
74.39583333333333,31.60416666666667,0.3683338165283203
74.4375,31.60416666666667,0.3623336156209298
74.47916666666667,31.60416666666667,0.37299935022989317
74.52083333333333,31.60416666666667,0.3776664733886719
74.1875,31.562500000000004,0.3579996426900216
74.22916666666667,31.562500000000004,0.33933289845784387
74.27083333333333,31.562500000000004,0.3566672007242815
74.3125,31.562500000000004,0.35633341471354285
74.35416666666667,31.562500000000004,0.35066620508829516
74.39583333333333,31.562500000000004,0.37166595458984375
74.4375,31.562500000000004,0.38266706466674805
74.47916666666667,31.562500000000004,0.3689996401468889
74.52083333333333,31.562500000000004,0.37066698074341176
74.1875,31.52083333333334,0.3436668713887556
74.22916666666667,31.52083333333334,0.3533341089884452
74.27083333333333,31.52083333333334,0.3323335647583008
74.3125,31.52083333333334,0.35033305486043176
74.35416666666667,31.52083333333334,0.34766674041748047
74.39583333333333,31.52083333333334,0.3449994723002092
74.4375,31.52083333333334,0.353666941324871
74.47916666666667,31.52083333333334,0.34266662597656605
74.52083333333333,31.52083333333334,0.37033351262410363
74.1875,31.47916666666667,0.3383336067199707
74.22916666666667,31.47916666666667,0.34866730372110766
74.27083333333333,31.47916666666667,0.35166708628336707
74.3125,31.47916666666667,0.3376657168070487
74.35416666666667,31.47916666666667,0.33266639709472656
74.39583333333333,31.47916666666667,0.3556661605834961
74.4375,31.47916666666667,0.3576656977335624
74.47916666666667,31.47916666666667,0.36266692479451734
74.52083333333333,31.47916666666667,0.3683328628540039
74.1875,31.437500000000004,0.36733293533325195
74.22916666666667,31.437500000000004,0.33833297093709547
74.27083333333333,31.437500000000004,0.3339999516805001
74.3125,31.437500000000004,0.34200000762939453
74.35416666666667,31.437500000000004,0.34600019454956055
74.39583333333333,31.437500000000004,0.349333604176838
74.4375,31.437500000000004,0.36166588465372485
74.47916666666667,31.437500000000004,0.3583335876464844
74.52083333333333,31.437500000000004,0.3746663729349784
74.1875,31.39583333333334,0.3443336486816406
74.22916666666667,31.39583333333334,0.34400065739949426
74.27083333333333,31.39583333333334,0.34200048446655273
74.3125,31.39583333333334,0.3426671028137207
74.35416666666667,31.39583333333334,0.35933351516723633
74.39583333333333,31.39583333333334,0.34333324432373047
74.4375,31.39583333333334,0.3533333142598494
74.47916666666667,31.39583333333334,0.35099999109903735
74.52083333333333,31.39583333333334,0.35166660944620887
74.1875,31.35416666666667,0.3406669298807756
74.22916666666667,31.35416666666667,0.3333331743876151
74.27083333333333,31.35416666666667,0.34166653951008996
74.3125,31.35416666666667,0.3250004450480155
74.35416666666667,31.35416666666667,0.34966723124186316
74.39583333333333,31.35416666666667,0.32833369572956883
74.4375,31.35416666666667,0.3470002810160331
74.47916666666667,31.35416666666667,0.3540000915527308
74.52083333333333,31.35416666666667,0.3439995447794608
